Comment,cwe_mapping_results
/**      * Builds a default implementation for a class. The class is not owned by      * any model element by default. Users should not forget to add ownership.      *      * @return newly created Class      * TODO: This needs an extra parameter to specify the model/extent where      * the new element should be created.      */,"{""cwe_mapping"": ""Based on the provided SASD analysis response, the issue can be categorized under:\n\nCWE-134: Uncontrolled Format String\nDescription: The use of user-controlled input in format strings can lead to security vulnerabilities such as arbitrary code execution.\n\nCWE-285: Improper Authorization\nDescription: Failure to properly check and authorize user input can result in unauthorized access, exposing sensitive data or functionality."", ""details"": ""Successful CWE mapping""}"
/*      *      *      * Implement IDataSetUpdateableModel interface      * and IDataSetUpdateableTableModel interface      *      * TODO: THIS CODE WAS COPIED FROM ContentsTab.  IT SHOULD PROBABLY      * BE PUT INTO A COMMON LOCATION AND SHARED BY BOTH THIS      * CLASS AND ContentsTab.      *      *      */,"{""cwe_mapping"": ""Based on the provided analysis, the most suitable Common Weakness Enumeration (CWE) that aligns with the identified issue is CWE-798: Use of Hard-coded Credentials. CWE-798 specifically refers to the potential security risks associated with hard-coding credentials in code, which can lead to unauthorized access if not managed properly."", ""details"": ""Successful CWE mapping""}"
// *************  copied from ConcatTest  *************,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// TODO: Can this be made more restrictive? // Do we care about any attributes other than name? - tfm,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// from DUP_SETUP // rb_copy_generic_ivar from DUP_SETUP here ...unlikely..,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//TODO (@author fdietz): i18n,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// TODO: Document why we catch this.,"{""cwe_mapping"": ""Based on the analysis provided, the most suitable Common Weakness Enumeration (CWE) for this issue would be:\n\nCWE-346: Origin Validation Error\nDescription: This weakness occurs when the software does not validate or incorrectly validates the origin of input.\n\nThis CWE is related to the lack of documentation on why exceptions are caught, which could lead to security vulnerabilities due to improper handling of input validation."", ""details"": ""Successful CWE mapping""}"
// not needed,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// TODO: Why aren't we throwing an exception here? // Returning null results in NPE and no explanation why.,"{""cwe_mapping"": ""Based on the analysis provided, the issue described corresponds to CWE-476: NULL Pointer Dereference. This weakness occurs when a program dereferences a pointer that is expected to be valid but is NULL, leading to a NullPointerException."", ""details"": ""Successful CWE mapping""}"
// TODO: Do we need this? Is this the same as emptyFig.getHeight()?,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// TODO Binary incompatibility; an old override must override putAll.,"{""cwe_mapping"": ""Based on the analysis provided, the issue described aligns with CWE-670: Always-Incorrect Control Flow Implementation. This weakness involves incorrect or inconsistent control flow that can lead to security vulnerabilities, such as binary incompatibility due to an old override."", ""details"": ""Successful CWE mapping""}"
"/**      * Removes a listener, eventtype pair from the listener list.      *      * TODO: replace the listener implementation with a EventListenerList      * for better performance      *      * @param event the event to which the listener will not listen any more      * @param listener the listener to be removed      */","{""cwe_mapping"": ""Based on the provided analysis, the most suitable Common Weakness Enumeration for the identified issue is:\n- CWE-759: Use of a One-Way Hash without a Salt\n  Description: This weakness often results in vulnerabilities that could allow an attacker to have increased success in guessing derived hashes.\n\nThe issue is related to the need for replacing the listener implementation for better performance, which suggests a potential weakness in the handling of sensitive data."", ""details"": ""Successful CWE mapping""}"
// TODO: Tentative implementation. Do we want something that updates // the list of open projects or just simple open and close events? -tfm,"{""cwe_mapping"": ""Based on the analysis provided, the best CWE that describes the issue is CWE-548: Use of Overly Weak Cryptography. This CWE is applicable when the implementation indicates a tentative approach towards security, potentially leading to the adoption of weak or ineffective cryptographic measures, which can result in security debt."", ""details"": ""Successful CWE mapping""}"
// TODO: This shouldn't require two passes through the list - tfm,"{""cwe_mapping"": ""Based on the provided analysis, the most relevant Common Weakness Enumeration (CWE) for the described issue would be:\nCWE-843: Access of Resource Using Incompatible Type ('Type Confusion')\n\nDescription: This weakness occurs when a resource is accessed or manipulated using a type that is not compatible with the intended use of the resource, potentially leading to security vulnerabilities."", ""details"": ""Successful CWE mapping""}"
/* We need to extend the ExtensionMechanismsFactory so that                   * we can replace the above deprecated call with something like this: */,"{""cwe_mapping"": ""Based on the analysis provided, the most suitable Common Weakness Enumeration (CWE) for the issue described is:\n\nCWE-710: Improper Adherence to Coding Standards\nDescription: The issue involves not following coding standards, specifically the replacement of deprecated calls with new ones, indicating a lack of adherence to best practices, potentially introducing security weaknesses."", ""details"": ""Successful CWE mapping""}"
// ?R  | boolean | True if file is readable by the real uid/gid of the caller // FIXME: Need to implement an readable_real_p in FileTest,"{""cwe_mapping"": ""Based on the provided analysis, the most relevant Common Weakness Enumeration (CWE) for the issue described would be:\nCWE-732: Insecure Permission Assignment for Critical Resource\nDescription: The issue arises when incorrect or missing permission assignments are made for critical resources, which could lead to unauthorized access or permission escalation vulnerabilities."", ""details"": ""Successful CWE mapping""}"
//{{{ isSelectionRectangular() method,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// check if starting new column,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// shape sequence,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//i18n[ColumnListDialog.modifyTitle=Select Column To Modify],"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
"// variable is never read, variable is never live","{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//{{{ Constants,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//}}},"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// -----  member variables  -----,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//set upperLeft point // x is minor,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//{{{ mouseDragged() method,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//// OUTLINE PAINT ////////////////////////////////////////////////////////,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// Bug can generate RTE,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// COLUMN_NAME,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// classify nodes by base path,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//{{{ ok() method,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// i18n[DatabaseMetaData.nullableTypeNoNulls=false],"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// Sort the rows by the property name.,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//{{{ _backup() method,"{""cwe_mapping"": ""Based on the given analysis, the most relevant Common Weakness Enumeration (CWE) for the issue described would be:\nCWE-311: Missing Encryption of Sensitive Data\nDescription: This weakness occurs when sensitive data is not properly encrypted, potentially exposing it to unauthorized access or disclosure."", ""details"": ""Successful CWE mapping""}"
// a Long kept updated by advanceTime(),"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
"// user just entered the hour, so append min & sec","{""cwe_mapping"": ""Based on the analysis provided, the most appropriate Common Weakness Enumeration (CWE) for the issue described would be:\nCWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')\nDescription: This weakness occurs when user-controllable data is concatenated directly into a SQL query in an unsafe manner.\n\nCWE-116: Improper Encoding or Escaping of Output ('Cross-site Scripting')\nDescription: This weakness occurs when untrusted data is sent to a web browser without proper escaping or encoding, leading to potential scripting attacks."", ""details"": ""Successful CWE mapping""}"
/*      * @see org.argouml.persistence.AbstractFilePersister#getDesc()      */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// No point checking an empty keystore,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
"// value is already on stack, save it for later","{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// Either the IEditingDomainItemProvider or ITreeItemContentProvider item provider interface can give us // the children. //,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//{{{ isVisible() method,"{""cwe_mapping"": ""Based on the provided analysis, the Common Weakness Enumeration (CWE) that best describes the issue is:\n- CWE-285: Improper Access Control\n  Description: The software does not restrict or incorrectly restricts access to a resource from an unauthorized actor."", ""details"": ""Successful CWE mapping""}"
//connect to the remote site (may take some time),"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
/* shape visible = */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
/*      * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)      */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
/*      * @see org.tigris.gef.presentation.Fig#paint(java.awt.Graphics)      */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// add the listeners to the newOwner,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// Quadrant II & III,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
/*      * @see junit.framework.TestCase#setUp()      */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
/*          * @see org.argouml.uml.ui.UMLComboBoxModel#isValidElement(Object)          */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//{{{ getToolTipLocation() method,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// $NON-NLS-1$,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
/* nothing done between begin/end calls */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// deal with the resource collections,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// Try again after shutdown,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
/* 	 * (non-Javadoc) 	 *  	 * @see net.sourceforge.squirrel_sql.plugins.dbcopy.dialects.HibernateDialect#getMaxPrecision(int) 	 */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// all local and columns for the other tables..,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// Make sure all the data is flushed out,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// Users should not normally see this.,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//{{{ clear() method,"{""cwe_mapping"": ""Based on the provided analysis, the most appropriate Common Weakness Enumeration (CWE) that aligns with the issue described would be:\nCWE-710: Improper Adherence to Coding Standards\nDescription: This weakness encompasses deviations from coding standards or best practices that could lead to security vulnerabilities. In this case, the lack of adequate explanation or documentation in the clear() method could introduce security debt due to ambiguity or insufficient implementation guidance."", ""details"": ""Successful CWE mapping""}"
"// verify t belongs to the curve (range [0, _m-1])","{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// two jars same version // two jars same version,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//}}},"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// calculate size and return it,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// line 896,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// Get the current classpath from the sysloader // through reflection,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//$NON-NLS-1$,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// check that the series visible flag is observed,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//overwrite old bundle,"{""cwe_mapping"": ""Based on the analysis provided, the most relevant Common Weakness Enumeration (CWE) for the issue described is CWE-520: Inadequate Access Control. This weakness involves the failure to enforce restrictions on what authenticated users can do, leading to potential unauthorized access to sensitive data."", ""details"": ""Successful CWE mapping""}"
"//tmpPosition is required because getPosition()'s side effects. //if the warning is generated, the getPosition() on line 954 (this line + 18) will create //a wrong position if the ""inclusive"" flag is not set.","{""cwe_mapping"": ""Based on the provided SASD analysis, the most relevant Common Weakness Enumeration (CWE) for the security issue is:\n\nCWE-703: Improper Check or Handling of Exceptional Conditions\nDescription: This weakness typically occurs due to errors in exception handling, leading to unintended behavior, including security vulnerabilities. It often involves not correctly handling cases that are outside the expected range of conditions.\n\nCWE-697: Incorrect Comparison\nDescription: This weakness is where an incorrect comparison is made in the code, leading to potential security vulnerabilities. In this case, the incorrect setting of the \""inclusive\"" flag may lead to wrong positions being created, posing a security risk."", ""details"": ""Successful CWE mapping""}"
// CheckStyle:VisibilityModifier ON,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
/* Upper / Lower case */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//{{{ getRowCount() method,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//negatives not allowed and lower range bound is zero //use data range bound instead,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//}}},"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// i18n[mssql.allViews=All views],"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
/*1D400..1D7FF;*/,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// update tree model,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// Make the edge go between nearest points,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
"// Required for MouseListener interface, but we only care about clicks","{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// eh?!,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// Compute the holder of the proxy //,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
/* (non-Javadoc) 		 * @see javax.swing.table.DefaultTableModel#getRowCount() 		 */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
/* Font */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//}}},"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//i18n[ColumnDetailsDialog.tableNameLabel=Table Name: ],"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// copy the source and support files,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//{{{ insertFile() method,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// DataType // 4.5.3.12 [1],"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// we may have more than one statement in sql at this point,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// line 1381,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// drawVolume,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// out of byte range // there will be no match for sure,"{""cwe_mapping"": ""Based on the analysis provided, the most suitable Common Weakness Enumeration (CWE) for the identified security issue is:\nCWE-129: Improper Validation of Array Index\nDescription: The software does not properly validate input that could exceed the bounds of an array or other data structure, leading to potential memory corruption."", ""details"": ""Successful CWE mapping""}"
/* static methods only - hide constructor */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// Primitive to arbitrary object type.  // Allow Primitive.castToType() to handle it as well as cases of  // Primitive.NULL and Primitive.VOID,"{""cwe_mapping"": ""Based on the provided SASD analysis response, the most suitable Common Weakness Enumeration (CWE) for the issue described would be:\nCWE-704: Incorrect Type Conversion or Cast \n\nDescription: The inappropriate conversion or casting of one data type to another can lead to security vulnerabilities, especially when dealing with primitives and object types. This can result in unexpected behavior and potential security weaknesses."", ""details"": ""Successful CWE mapping""}"
// ORPHAN DELETE (used for programmer error detection),"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
"// execute application, enabling blocking","{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//SimpleAnyTypeImpl,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
/* (non-Javadoc)      * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)      */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// We know that URL arguments should always be encoded in UTF-8 according to spec,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//$NON-NLS-1$ //$NON-NLS-1$,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// private DBUtils dbUtils;,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
/*      * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)      */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//ignore,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
/*      * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)      */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// do nothing,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// i.e. is == null,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
/* end class CrMultiComposite */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// Column,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//{{{ unregister() method,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// collect entity and tool tip information...,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
/*      * @see java.awt.event.MouseListener#mouseReleased(java.awt.event.MouseEvent)      */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
/*      * @see org.argouml.uml.diagram.ui.FigNodeModelElement#renderingChanged()      */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//{{{ Expand the fold...,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// create stream from string,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//{{{ Position match hints,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
"// lower all except the last upper case character if there are // more than one upper case characters in the beginning. // e.g. XSDElementContent -> xsdElementContent // However if the whole string is upper case, the whole string // is turned into lower case. // e.g. CPU -> cpu","{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// notify all listeners,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//}}},"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// Oracle's 'TIMESTAMP WITH TIME ZONE' == -101 // Oracle's 'TIMESTAMP WITH LOCAL TIME ZONE' == // -102,"{""cwe_mapping"": ""Based on the given analysis, the most relevant Common Weakness Enumeration (CWE) for this issue would be CWE-89: Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'). This CWE describes vulnerabilities where an attacker can control the structure of an executed SQL command by using specific values, potentially leading to SQL injection attacks."", ""details"": ""Successful CWE mapping""}"
/*      * @see java.awt.event.ActionListener#actionPerformed(      *         java.awt.event.ActionEvent)      */,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// to be safe...,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// set name of column,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// mail folder tree,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// $NON-NLS-1$,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//{{{ toggleDockableWindow() method,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
"// delete last ','","{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// Apply most specific signature matching,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//{{{ getFile() method,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//}}},"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// incrementCurrent();,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//we ran out of ids to try,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// CheckStyle:VisibilityModifier OFF - bc,"{""cwe_mapping"": ""Based on the provided analysis, the most suitable Common Weakness Enumeration (CWE) for this issue is:\nCWE-494: Download of Code Without Integrity Check\nDescription: The developer's conscious decision to disable visibility modifier checks could potentially lead to unintended exposure of sensitive information or data within the application, compromising its security."", ""details"": ""Successful CWE mapping""}"
//{{{ Getters and setters,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
// Check arguments,"{""cwe_mapping"": ""Based on the analysis provided, the most suitable Common Weakness Enumeration (CWE) for the identified issue is:\n\nCWE-807: Reliance on Untrusted Inputs in a Security Decision\nDescription: This weakness occurs when a program uses input from an untrusted source to determine security decisions, leading to vulnerabilities as other security measures may not be implemented or considered."", ""details"": ""Successful CWE mapping""}"
//add some time. We assume no OS has a granularity this bad,"{""cwe_mapping"": ""Based on the analysis provided, the most suitable Common Weakness Enumeration for the issue described would be:\nCWE-682: Incorrect Calculation\nDescription: The implementation assumes assumptions that can be incorrect, leading to vulnerabilities due to incorrect calculations or implementations."", ""details"": ""Successful CWE mapping""}"
// CheckStyle:VisibilityModifier ON,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
//{{{ VFS methods,"{""cwe_mapping"": ""N/a"", ""details"": ""N/a""}"
